"id","question","sparql","answer","frame"
"109","Tell me the capital of First French Empire","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q71084> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Paris","NPP"
"110","What is the capital of First French Empire?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q71084> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Paris","NPP"
"111","What was the capital of First French Empire?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q71084> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Paris","NPP"
"112","Give me the capital of First French Empire","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q71084> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Paris","NPP"
"113","Tell me the capital of First French Empire","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q71084> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Paris","NPP"
"114","What is the capital of First French Empire?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q71084> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Paris","NPP"
"115","What was the capital of First French Empire?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q71084> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Paris","NPP"
"116","Give me the capital of Margraviate of Brandenburg","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q148499> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Brandenburg an der Havel","NPP"
"117","Tell me the capital of Margraviate of Brandenburg","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q148499> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Brandenburg an der Havel","NPP"
"118","What is the capital of Margraviate of Brandenburg?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q148499> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Brandenburg an der Havel","NPP"
"119","What was the capital of Margraviate of Brandenburg?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q148499> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Brandenburg an der Havel","NPP"
"120","Give me the capital of Fatimid caliphate","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q160307> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Mahdia","NPP"
"121","Tell me the capital of Fatimid caliphate","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q160307> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Mahdia","NPP"
"122","What is the capital of Fatimid caliphate?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q160307> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Mahdia","NPP"
"123","What was the capital of Fatimid caliphate?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q160307> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Mahdia","NPP"
"124","Give me the capital of United Arab Republic","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q170468> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Cairo","NPP"
"125","Tell me the capital of United Arab Republic","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q170468> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Cairo","NPP"
"126","What is the capital of United Arab Republic?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q170468> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Cairo","NPP"
"127","What was the capital of United Arab Republic?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q170468> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Cairo","NPP"
"128","Give me the capital of United Arab Republic","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q170468> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Cairo","NPP"
"129","Tell me the capital of United Arab Republic","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q170468> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Cairo","NPP"
"130","What is the capital of United Arab Republic?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q170468> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Cairo","NPP"
"131","What was the capital of United Arab Republic?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q170468> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Cairo","NPP"
"132","Give me the capital of United Arab Republic","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q170468> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Cairo","NPP"
"133","Tell me the capital of United Arab Republic","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q170468> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Cairo","NPP"
"134","What is the capital of United Arab Republic?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q170468> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Cairo","NPP"
"135","What was the capital of United Arab Republic?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q170468> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Cairo","NPP"
"136","Give me the capital of Helvetic Republic","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q206696> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Aarau","NPP"
"137","Tell me the capital of Helvetic Republic","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q206696> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Aarau","NPP"
"138","What is the capital of Helvetic Republic?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q206696> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Aarau","NPP"
"139","What was the capital of Helvetic Republic?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q206696> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Aarau","NPP"
"140","Give me the capital of Helvetic Republic","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q206696> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Aarau","NPP"
"141","Tell me the capital of Helvetic Republic","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q206696> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Aarau","NPP"
"142","What is the capital of Helvetic Republic?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q206696> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Aarau","NPP"
"143","What was the capital of Helvetic Republic?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q206696> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Aarau","NPP"
"144","Give me the capital of Helvetic Republic","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q206696> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Aarau","NPP"
"145","Tell me the capital of Helvetic Republic","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q206696> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Aarau","NPP"
"146","What is the capital of Helvetic Republic?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q206696> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Aarau","NPP"
"147","What was the capital of Helvetic Republic?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q206696> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Aarau","NPP"
"148","Give me the capital of Egypt Eyalet","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q491507> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Cairo","NPP"
"149","Tell me the capital of Egypt Eyalet","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q491507> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Cairo","NPP"
"150","What is the capital of Egypt Eyalet?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q491507> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Cairo","NPP"
"151","What was the capital of Egypt Eyalet?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q491507> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Cairo","NPP"
"152","Give me the capital of Mamluk Sultanate","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q282428> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Cairo","NPP"
"153","Tell me the capital of Mamluk Sultanate","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q282428> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Cairo","NPP"
"154","What is the capital of Mamluk Sultanate?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q282428> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Cairo","NPP"
"155","What was the capital of Mamluk Sultanate?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q282428> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Cairo","NPP"
"156","Give me the capital of Dominion of New England","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q2748571> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Boston","NPP"
"157","Tell me the capital of Dominion of New England","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q2748571> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Boston","NPP"
"158","What is the capital of Dominion of New England?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q2748571> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Boston","NPP"
"159","What was the capital of Dominion of New England?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q2748571> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Boston","NPP"
"160","Give me the capital of German military administration in occupied France during World War II","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q2748708> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Paris","NPP"
"161","Tell me the capital of German military administration in occupied France during World War II","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q2748708> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Paris","NPP"
"162","What is the capital of German military administration in occupied France during World War II?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q2748708> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Paris","NPP"
"163","What was the capital of German military administration in occupied France during World War II?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q2748708> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Paris","NPP"
"164","Give me the capital of Empire Defense Council","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q2993746> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","London","NPP"
"165","Tell me the capital of Empire Defense Council","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q2993746> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","London","NPP"
"166","What is the capital of Empire Defense Council?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q2993746> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","London","NPP"
"167","What was the capital of Empire Defense Council?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q2993746> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","London","NPP"
"168","Give me the capital of Republic of Egypt 1953–1958","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q3087763> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Cairo","NPP"
"169","Tell me the capital of Republic of Egypt 1953–1958","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q3087763> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Cairo","NPP"
"170","What is the capital of Republic of Egypt 1953–1958?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q3087763> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Cairo","NPP"
"171","What was the capital of Republic of Egypt 1953–1958?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q3087763> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Cairo","NPP"
"172","Give me the capital of Kingdom of France","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q69323> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Paris","NPP"
"173","Tell me the capital of Kingdom of France","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q69323> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Paris","NPP"
"174","What is the capital of Kingdom of France?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q69323> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Paris","NPP"
"175","What was the capital of Kingdom of France?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q69323> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Paris","NPP"
"176","Give me the capital of Kingdom of France","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q70972> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Versailles","NPP"
"177","Tell me the capital of Kingdom of France","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q70972> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Versailles","NPP"
"178","What is the capital of Kingdom of France?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q70972> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Versailles","NPP"
"179","What was the capital of Kingdom of France?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q70972> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Versailles","NPP"
"180","Give me the capital of Paris Commune","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q133132> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Paris","NPP"
"181","Tell me the capital of Paris Commune","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q133132> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Paris","NPP"
"182","What is the capital of Paris Commune?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q133132> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Paris","NPP"
"183","What was the capital of Paris Commune?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q133132> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Paris","NPP"
"184","Give me the capital of Paris Commune","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q133132> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Paris","NPP"
"185","Tell me the capital of Paris Commune","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q133132> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Paris","NPP"
"186","What is the capital of Paris Commune?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q133132> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Paris","NPP"
"187","What was the capital of Paris Commune?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q133132> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Paris","NPP"
"188","Give me the capital of North German Confederation","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q150981> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Berlin","NPP"
"189","Tell me the capital of North German Confederation","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q150981> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Berlin","NPP"
"190","What is the capital of North German Confederation?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q150981> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Berlin","NPP"
"191","What was the capital of North German Confederation?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q150981> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Berlin","NPP"
"192","Give me the capital of French Fifth Republic","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q200686> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Paris","NPP"
"193","Tell me the capital of French Fifth Republic","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q200686> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Paris","NPP"
"194","What is the capital of French Fifth Republic?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q200686> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Paris","NPP"
"195","What was the capital of French Fifth Republic?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q200686> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Paris","NPP"
"196","Give me the capital of French Fifth Republic","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q200686> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Paris","NPP"
"197","Tell me the capital of French Fifth Republic","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q200686> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Paris","NPP"
"198","What is the capital of French Fifth Republic?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q200686> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Paris","NPP"
"199","What was the capital of French Fifth Republic?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q200686> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Paris","NPP"
"200","Give me the capital of French Fifth Republic","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q200686> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Paris","NPP"
"201","Tell me the capital of French Fifth Republic","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q200686> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Paris","NPP"
"202","What is the capital of French Fifth Republic?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q200686> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Paris","NPP"
"203","What was the capital of French Fifth Republic?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q200686> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Paris","NPP"
"204","Give me the capital of British America","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q258532> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","London","NPP"
"205","Tell me the capital of British America","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q258532> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","London","NPP"
"206","What is the capital of British America?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q258532> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","London","NPP"
"207","What was the capital of British America?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q258532> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","London","NPP"
"208","Give me the capital of British America","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q258532> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","London","NPP"
"209","Tell me the capital of British America","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q258532> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","London","NPP"
"210","What is the capital of British America?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q258532> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","London","NPP"
"211","What was the capital of British America?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q258532> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","London","NPP"
"212","Give me the capital of British America","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q258532> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","London","NPP"
"213","Tell me the capital of British America","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q258532> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","London","NPP"
"214","What is the capital of British America?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q258532> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","London","NPP"
"215","What was the capital of British America?","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q258532> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","London","NPP"
"216","Give me the capital of Bourbon Restoration","SELECT ?objectLabel WHERE {    <http://www.wikidata.org/entity/Q207162> <http://www.wikidata.org/prop/direct/P36> ?object.   SERVICE wikibase:label {     bd:serviceParam wikibase:language ""en"" .   }}","Paris","NPP"
