i) SupA, SupB, SubAB the space is 3 values: {5,50,250}, 
ii) confAB, confBA, interestingness (cosine) the space is 4 values :{0.02,0.09, 0.1, 0.6}
iii) the total number of combinations is 3*3*3*4*4*4=1728 lexicons
iii) when not using the constraint that supA may not be smaller than supAB and that supB may not be smaller than supAB, the total lexicon is 896

It is read as follows: 
SupA(50) SupB(5) SubAB(5) confAB(0.02) confBA(0.09) cosine(0.6) top(300) (i.e., taken top 300 lexicalization)
rules-predict_l_for_s_given_p-50-5-5-0.02-0.09-0.6-300

Here is all the combinations: 
250 250 5 0.1 0.1 0.1
250 250 5 0.1 0.1 0.6
250 250 5 0.1 0.6 0.02
250 250 5 0.1 0.6 0.09
250 250 5 0.1 0.6 0.1
250 250 5 0.1 0.6 0.6
250 250 5 0.6 0.02 0.02
250 250 5 0.6 0.02 0.09
250 250 5 0.6 0.02 0.1
250 250 5 0.6 0.02 0.6
250 250 5 0.6 0.09 0.02
250 250 5 0.6 0.09 0.09
250 250 5 0.6 0.09 0.1
250 250 5 0.6 0.09 0.6
250 250 5 0.6 0.1 0.02
250 250 5 0.6 0.1 0.09
250 250 5 0.6 0.1 0.1
250 250 5 0.6 0.1 0.6
250 250 5 0.6 0.6 0.02
250 250 5 0.6 0.6 0.09
250 250 5 0.6 0.6 0.1
250 250 5 0.6 0.6 0.6
250 250 50 0.02 0.02 0.02
250 250 50 0.02 0.02 0.09
250 250 50 0.02 0.02 0.1
250 250 50 0.02 0.02 0.6
250 250 50 0.02 0.09 0.02
250 250 50 0.02 0.09 0.09
250 250 50 0.02 0.09 0.1
250 250 50 0.02 0.09 0.6
250 250 50 0.02 0.1 0.02
250 250 50 0.02 0.1 0.09
250 250 50 0.02 0.1 0.1
250 250 50 0.02 0.1 0.6
250 250 50 0.02 0.6 0.02
250 250 50 0.02 0.6 0.09
250 250 50 0.02 0.6 0.1
250 250 50 0.02 0.6 0.6
250 250 50 0.09 0.02 0.02
250 250 50 0.09 0.02 0.09
250 250 50 0.09 0.02 0.1
250 250 50 0.09 0.02 0.6
250 250 50 0.09 0.09 0.02
250 250 50 0.09 0.09 0.09
250 250 50 0.09 0.09 0.1
250 250 50 0.09 0.09 0.6
250 250 50 0.09 0.1 0.02
250 250 50 0.09 0.1 0.09
250 250 50 0.09 0.1 0.1
250 250 50 0.09 0.1 0.6
250 250 50 0.09 0.6 0.02
250 250 50 0.09 0.6 0.09
250 250 50 0.09 0.6 0.1
250 250 50 0.09 0.6 0.6
250 250 50 0.1 0.02 0.02
250 250 50 0.1 0.02 0.09
250 250 50 0.1 0.02 0.1
250 250 50 0.1 0.02 0.6
250 250 50 0.1 0.09 0.02
250 250 50 0.1 0.09 0.09
250 250 50 0.1 0.09 0.1
250 250 50 0.1 0.09 0.6
250 250 50 0.1 0.1 0.02
250 250 50 0.1 0.1 0.09
250 250 50 0.1 0.1 0.1
250 250 50 0.1 0.1 0.6
250 250 50 0.1 0.6 0.02
250 250 50 0.1 0.6 0.09
250 250 50 0.1 0.6 0.1
250 250 50 0.1 0.6 0.6
250 250 50 0.6 0.02 0.02
250 250 50 0.6 0.02 0.09
250 250 50 0.6 0.02 0.1
250 250 50 0.6 0.02 0.6
250 250 50 0.6 0.09 0.02
250 250 50 0.6 0.09 0.09
250 250 50 0.6 0.09 0.1
250 250 50 0.6 0.09 0.6
250 250 50 0.6 0.1 0.02
250 250 50 0.6 0.1 0.09
250 250 50 0.6 0.1 0.1
250 250 50 0.6 0.1 0.6
250 250 50 0.6 0.6 0.02
250 250 50 0.6 0.6 0.09
250 250 50 0.6 0.6 0.1
250 250 50 0.6 0.6 0.6
250 250 250 0.02 0.02 0.02
250 250 250 0.02 0.02 0.09
250 250 250 0.02 0.02 0.1
250 250 250 0.02 0.02 0.6
250 250 250 0.02 0.09 0.02
250 250 250 0.02 0.09 0.09
250 250 250 0.02 0.09 0.1
250 250 250 0.02 0.09 0.6
250 250 250 0.02 0.1 0.02
250 250 250 0.02 0.1 0.09
250 250 250 0.02 0.1 0.1
250 250 250 0.02 0.1 0.6
250 250 250 0.02 0.6 0.02
250 250 250 0.02 0.6 0.09
250 250 250 0.02 0.6 0.1
250 250 250 0.02 0.6 0.6
250 250 250 0.09 0.02 0.02
250 250 250 0.09 0.02 0.09
250 250 250 0.09 0.02 0.1
250 250 250 0.09 0.02 0.6
250 250 250 0.09 0.09 0.02
250 250 250 0.09 0.09 0.09
250 250 250 0.09 0.09 0.1
250 250 250 0.09 0.09 0.6
250 250 250 0.09 0.1 0.02
250 250 250 0.09 0.1 0.09
250 250 250 0.09 0.1 0.1
250 250 250 0.09 0.1 0.6
250 250 250 0.09 0.6 0.02
250 250 250 0.09 0.6 0.09
250 250 250 0.09 0.6 0.1
250 250 250 0.09 0.6 0.6
250 250 250 0.1 0.02 0.02
250 250 250 0.1 0.02 0.09
250 250 250 0.1 0.02 0.1
250 250 250 0.1 0.02 0.6
250 250 250 0.1 0.09 0.02
250 250 250 0.1 0.09 0.09
250 250 250 0.1 0.09 0.1
250 250 250 0.1 0.09 0.6
250 250 250 0.1 0.1 0.02
250 250 250 0.1 0.1 0.09
250 250 250 0.1 0.1 0.1
250 250 250 0.1 0.1 0.6
250 250 250 0.1 0.6 0.02
250 250 250 0.1 0.6 0.09
250 250 250 0.1 0.6 0.1
250 250 250 0.1 0.6 0.6
250 250 250 0.6 0.02 0.02
250 250 250 0.6 0.02 0.09
250 250 250 0.6 0.02 0.1
250 250 250 0.6 0.02 0.6
250 250 250 0.6 0.09 0.02
250 250 250 0.6 0.09 0.09
250 250 250 0.6 0.09 0.1
250 250 250 0.6 0.09 0.6
250 250 250 0.6 0.1 0.02
250 250 250 0.6 0.1 0.09
250 250 250 0.6 0.1 0.1
250 250 250 0.6 0.1 0.6
250 250 250 0.6 0.6 0.02
250 250 250 0.6 0.6 0.09
250 250 250 0.6 0.6 0.1
250 250 250 0.6 0.6 0.6
